"OAFID","solar","GroupName","X..Repaid","TotalEnrolledSeasons","NewMember","Treatment","DistrictName","SiteName","Maize.acres","Cookstove.qty","Maize.adoption","TotalCredit"
43141,0,"Nyaksure Farmers",27.1,2,"False","T","Kabondo","Andingo Opanga",0.25,1,1,7520
42509,1,"Thucidep Farmers",3.5,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,14065
44278,1,"Okano wach",49.3,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,8775
44284,1,"Okano wach",27.9,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,10215
44280,1,"Okano wach",16.8,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,13795
44283,1,"Okano wach",26.1,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7870
44282,1,"Okano wach",20.4,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,11260
44271,1,"Nyaksure Farmers",19.4,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,14895
44268,0,"Nyaksure Farmers",26.1,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,5920
44272,1,"Nyaksure Farmers",10.8,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,14650
39781,0,"Nyadero Jikaza",17.5,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,7975
39758,0,"Nyadero Jikaza",29.1,2,"False","T","Kabondo","Andingo Opanga",0.75,0,1,8590
45021,0,"Nyadero Jikaza",11,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,13155
44276,0,"Nyaksure Farmers",31.2,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,9455
44270,0,"Nyaksure Farmers",25.3,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,5920
44298,1,"Ondiegi farmers",86.1,1,"True","T","Kabondo","Andingo Opanga",0.75,0,1,12170
44306,0,"Ondiegi farmers",20.4,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,8170
44299,0,"Ondiegi farmers",16.3,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,10210
44307,1,"Ondiegi farmers",14,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,9975
44308,1,"Ondiegi farmers",21.6,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,11065
44305,1,"Ondiegi farmers",31.4,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,6675
44303,1,"Ondiegi farmers",21.2,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,11765
44310,1,"Ondiegi farmers",23.2,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,9465
43458,0,"Thucidep Farmers",58.7,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,11055
42504,2,"Thucidep Farmers",51.4,2,"False","T","Kabondo","Andingo Opanga",0.5,1,1,18855
42512,1,"Thucidep Farmers",45.2,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,8065
42503,1,"Thucidep Farmers",48.4,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,17065
44269,0,"Nyaksure Farmers",30.7,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,5920
42498,1,"Thucidep Farmers",68.3,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,17065
42513,0,"Thucidep Farmers",100,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,4435
43457,2,"Thucidep Farmers",40.5,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,14740
42508,2,"Thucidep Farmers",12.7,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,21245
42510,1,"Thucidep Farmers",45.3,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,13675
42502,1,"Thucidep Farmers",49,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,14065
43459,1,"Thucidep Farmers",48.7,1,"True","T","Kabondo","Andingo Opanga",0,0,0,4780
42499,1,"Thucidep Farmers",33.9,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,18855
43124,2,"Tich Tek",31.4,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,15465
43139,0,"Nyaksure Farmers",35.5,2,"False","T","Kabondo","Andingo Opanga",1,0,1,16590
44275,1,"Nyaksure Farmers",24.6,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7920
44273,0,"Nyaksure Farmers",23.8,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,7975
42500,0,"Thucidep Farmers",53.6,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,9700
43128,1,"Tich Tek",19.3,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,17065
43401,1,"Tich Tek",51.1,1,"True","T","Kabondo","Andingo Opanga",0,0,0,9315
43402,1,"Tich Tek",50.2,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,8390
45479,1,"Wacho Gitimo",30.1,1,"True","T","Kabondo","Andingo Opanga",0,0,0,5975
45482,1,"Wacho Gitimo",4.3,1,"True","T","Kabondo","Andingo Opanga",0,1,0,11365
45480,0,"Wacho Gitimo",18.4,1,"True","T","Kabondo","Andingo Opanga",0,1,0,8125
44281,1,"Okano wach",35.7,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,6225
44279,1,"Okano wach",23.7,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,11455
44311,0,"Ondiegi farmers",27.9,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,6430
44302,1,"Ondiegi farmers",21.4,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7675
44300,1,"Ondiegi farmers",27.3,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,11225
44301,0,"Ondiegi farmers",35.2,1,"True","T","Kabondo","Andingo Opanga",0.75,0,1,12760
44309,1,"Ondiegi farmers",18.8,1,"True","T","Kabondo","Andingo Opanga",0,0,0,7975
44304,1,"Ondiegi farmers",28.9,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,11065
44291,0,"Abwao farmers",25.4,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,12000
44285,0,"Abwao farmers",29.2,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,8365
44289,0,"Abwao farmers",21.1,1,"True","T","Kabondo","Andingo Opanga",1,0,1,14165
44288,0,"Abwao farmers",9.3,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,11755
44290,0,"Abwao farmers",48.9,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,7975
44287,0,"Abwao farmers",17.2,1,"True","T","Kabondo","Andingo Opanga",0.5,1,1,13355
45304,0,"Alara farmers",31.8,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,6065
45303,0,"Alara farmers",11.1,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,12845
45301,0,"Alara farmers",12.4,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,12845
45302,0,"Alara farmers",21.3,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,7975
43142,1,"Alara farmers",34,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,9855
43126,0,"Alara farmers",19.2,2,"False","T","Kabondo","Andingo Opanga",0,0,0,5975
45300,1,"Alara farmers",29.4,1,"True","T","Kabondo","Andingo Opanga",0,0,0,4585
45318,1,"Aombo",14.4,1,"True","T","Kabondo","Andingo Opanga",1,0,1,14565
45315,0,"Aombo",11.3,1,"True","T","Kabondo","Andingo Opanga",1,0,1,14750
39766,0,"Aombo",13.5,2,"False","T","Kabondo","Andingo Opanga",1.5,0,1,15670
45313,0,"Aombo",30.4,1,"True","T","Kabondo","Andingo Opanga",1,0,1,11360
45316,0,"Aombo",24.4,1,"True","T","Kabondo","Andingo Opanga",1,0,1,14750
45317,1,"Aombo",11.7,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7675
43462,0,"Aorga Farmers",52.3,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,9065
43460,0,"Aorga Farmers",42,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,7975
39776,0,"Aorga Farmers",46.4,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,8610
39779,0,"Aorga Farmers",55.6,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,7595
39787,0,"Aorga Farmers",81.8,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,4275
43463,0,"Aorga Farmers",100,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,6185
39772,1,"Aorga Farmers",10.8,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,17065
43461,0,"Aorga Farmers",39.4,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,9770
39788,0,"Aorga Farmers",51.5,2,"False","T","Kabondo","Andingo Opanga",1,0,1,13775
39774,0,"Aorga Farmers",36.5,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,9575
39773,0,"Aorga Farmers",38.2,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,6065
39785,1,"Aorga Farmers",69.5,2,"False","T","Kabondo","Andingo Opanga",0,0,0,4170
44293,0,"Cham luchi",20.4,1,"True","T","Kabondo","Andingo Opanga",0.25,1,1,12455
44292,1,"Cham luchi",21.1,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,14890
44296,0,"Cham luchi",55.8,1,"True","T","Kabondo","Andingo Opanga",1,0,1,13775
44295,1,"Cham luchi",13.9,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,11855
44297,1,"Cham luchi",31.7,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,14645
44294,1,"Cham luchi",24.3,1,"True","T","Kabondo","Andingo Opanga",0,1,0,8220
45312,0,"chodhrikendi",29.8,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,4275
45310,1,"chodhrikendi",33.8,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7675
45311,0,"chodhrikendi",28.6,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,4185
43125,1,"Kabongo farmers",5.7,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,13870
45309,0,"Kabongo farmers",22.8,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,7425
45308,1,"Kabongo farmers",27,1,"True","T","Kabondo","Andingo Opanga",0.25,0,1,9065
45024,0,"Nyadero Jikaza",50.1,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,6575
45026,0,"Nyadero Jikaza",42,1,"True","T","Kabondo","Andingo Opanga",1,0,1,14745
45025,1,"Nyadero Jikaza",15.8,1,"True","T","Kabondo","Andingo Opanga",0,0,0,10745
39763,0,"Nyadero Jikaza",43.6,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,4080
45023,0,"Nyadero Jikaza",26.6,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,6575
45022,0,"Nyadero Jikaza",62,1,"True","T","Kabondo","Andingo Opanga",0,0,0,6525
39755,1,"Nyadero Jikaza",24.1,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,12590
43127,2,"Tich Tek",43.7,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,12010
43130,1,"Tich Tek",53.8,2,"False","T","Kabondo","Andingo Opanga",0.5,1,1,16055
39651,0,"Tich Tek",52.7,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,7965
43123,1,"Tich Tek",49.3,2,"False","T","Kabondo","Andingo Opanga",0.5,0,1,8915
43403,1,"Tich Tek",33,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,13755
42507,2,"Thucidep Farmers",46.2,2,"False","T","Kabondo","Andingo Opanga",0.75,1,1,26140
45483,0,"Wacho Gitimo",13.6,1,"True","T","Kabondo","Andingo Opanga",0,1,0,8045
42501,1,"Abwao farmers",34.8,2,"False","T","Kabondo","Andingo Opanga",0.25,0,1,7675
44286,0,"Abwao farmers",24.3,1,"True","T","Kabondo","Andingo Opanga",0.5,0,1,6575
44089,1,"Kokungu",6.7,1,"True","T","Kabondo","Andingo Opanga Upper",0,1,0,9915
44087,1,"Kokungu",10,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,7975
44220,0,"Koseso",20.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44088,1,"Kokungu",40.5,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6975
44214,1,"Koseso",16.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9975
44195,1,"kKamtudi",27.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,8065
44197,1,"kKamtudi",31.7,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,10065
40326,1,"Koseso",12.7,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
44199,1,"kKamtudi",30.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
44215,1,"Koseso",23.9,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
44217,0,"Koseso",22.3,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4025
44219,1,"Koseso",30.1,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4975
39802,1,"Migwemi",43.7,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,17065
39806,2,"Migwemi",15.6,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,17465
40316,0,"Koseso",45.2,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6185
39818,1,"Migwemi",100,2,"False","T","Kabondo","Andingo Opanga Upper",0,0,0,7975
39809,0,"Migwemi",26.4,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
39803,0,"Migwemi",54.9,2,"False","T","Kabondo","Andingo Opanga Upper",0,0,0,4185
39816,2,"Migwemi",31.6,2,"False","T","Kabondo","Andingo Opanga Upper",1,0,1,27640
39810,1,"Migwemi",11.3,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,12855
44200,0,"kKamtudi",20.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9575
44198,0,"kKamtudi",34.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9575
39805,1,"Migwemi",17.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
46155,0,"Nyasanja",26,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7665
46152,1,"Nyasanja",4.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,10755
46158,1,"Nyasanja",22.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
46156,0,"Nyasanja",16.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6185
46153,0,"Nyasanja",11.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,8250
46157,0,"Nyasanja",41.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
40289,0,"Okungu",70.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
44083,1,"Okungu",32.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
44081,1,"Okungu",11.8,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,7610
44086,1,"Okungu",64.5,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6975
44084,1,"Okungu",39.2,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
44079,0,"Okungu",41.7,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4035
44082,1,"Okungu",39.2,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
44091,0,"Kokungu",100,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4575
40293,1,"Okungu",15.1,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
40310,2,"Okungu",6.1,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,16465
41868,2,"Okungu",13.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,15465
44085,0,"Okungu",27.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6185
44080,0,"Okungu",32.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4025
40218,0,"Olasi Farmers",81.3,2,"False","T","Kabondo","Andingo Opanga Upper",1.25,0,1,17140
40273,0,"Olasi Farmers",13.2,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,9065
44218,0,"Koseso",16.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4130
40312,1,"Koseso",41.4,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
40311,1,"Koseso",21,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
44213,0,"Koseso",17.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44216,0,"Koseso",25.7,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4275
46146,0,"Olemo",29.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,7410
46151,1,"Olemo",29,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9975
46148,0,"Olemo",37.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4035
46147,0,"Olemo",40.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6185
44052,1,"Onono",37.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
39804,1,"Migwemi",49.2,2,"False","T","Kabondo","Andingo Opanga Upper",0,0,0,9265
44051,1,"Onono",25,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
44049,1,"Onono",10.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
40244,0,"Oriembo Kech",27.4,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
40256,0,"Oriembo Kech",39.1,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
40248,0,"Oriembo Kech",100,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,7300
42134,1,"Migwemi",18.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,17065
39813,1,"Migwemi",34.7,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
44068,1,"Arwa Nyobiero",16.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
44066,1,"Arwa Nyobiero",13,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
44069,1,"Arwa Nyobiero",34.5,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
40267,0,"Arwa Nyobiero",28.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4025
40271,0,"Arwa Nyobiero",13.1,2,"False","T","Kabondo","Andingo Opanga Upper",0,0,0,4185
40274,0,"Arwa Nyobiero",17.3,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4025
39828,2,"Bondo",15.1,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,17465
39832,0,"Bondo",24.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
44929,1,"Bondo",19.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
44932,1,"Bondo",13,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
44930,0,"Bondo",25.7,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
39826,1,"Bondo",14,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
44931,1,"Bondo",15.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
39829,1,"Bondo",20.1,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,13675
44060,0,"God Bao",28.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44059,0,"God Bao",52.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
44053,1,"God Bao",14.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,9005
44058,1,"God Bao",22.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,12855
44057,0,"God Bao",20.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44054,0,"God Bao",20.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44055,0,"God Bao",26.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,10395
44062,1,"Hera",27.7,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,7975
44064,1,"Hera",43,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
44063,1,"Hera",10,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6975
44061,2,"Hera",20.3,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6375
44065,1,"Hera",12.5,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,5975
39792,0,"Hera",22.9,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9575
39789,0,"Hera",26.6,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,1,1,11250
39791,0,"Hera",100,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4275
44928,1,"Kamigwemi",49.9,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
44926,0,"Kamigwemi",14,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9965
44927,1,"Kamigwemi",81.7,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6975
40226,1,"Kamigwemi",14,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6065
42517,0,"Kamigwemi",74.8,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
42519,0,"Kamigwemi",36.4,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
42516,0,"Kamigwemi",39.2,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
42514,1,"Kamigwemi",17.7,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,11855
45372,1,"Kamuga farmers",28.2,1,"True","T","Kabondo","Andingo Opanga Upper",1,0,1,14175
45369,1,"Kamuga farmers",14.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
45368,1,"Kamuga farmers",15,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9975
45371,0,"Kamuga farmers",12.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
45370,1,"Kamuga farmers",10.9,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,4585
42518,2,"Ket Wangi",23.4,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,11925
44925,0,"Ket Wangi",29.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.75,0,1,8590
42520,2,"Ket Wangi",27.9,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,9465
44923,1,"Ket Wangi",18,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,9975
44924,1,"Ket Wangi",30.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
44921,0,"Ket Wangi",37,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4185
44922,0,"Ket Wangi",76.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,1,1,9855
44201,0,"kKamtudi",15.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6580
44196,1,"kKamtudi",33.7,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
44202,0,"Wacho Gitimo",19.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
40217,1,"Wuoth ogik",45,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,17065
44073,1,"Wuoth ogik",6.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
40223,0,"Wuoth ogik",71,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,8450
40284,1,"Okungu",19.2,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,14260
44074,0,"Wuoth ogik",13.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4025
44076,0,"Wuoth ogik",10.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7555
44071,2,"Wuoth ogik",19.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7710
44209,0,"Wacho Gitimo",26.9,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
44050,1,"Onono",24.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,8975
45380,0,"Apondo Kasaye",19.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,9650
45381,0,"Apondo Kasaye",23.2,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,5160
45373,0,"Apondo Kasaye",57.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5150
44077,0,"Olasi Farmers",55.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,9065
44078,1,"Olasi Farmers",13,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
46150,1,"Olemo",22.1,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
46149,0,"Olemo",12.3,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4035
46139,1,"Pur Per",19.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
46142,0,"Pur Per",32.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4035
46140,0,"Pur Per",11.2,1,"True","T","Kabondo","Andingo Opanga Upper",0.5,0,1,7975
46138,1,"Pur Per",26,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7675
44211,1,"Wacho Gitimo",28.2,1,"True","T","Kabondo","Andingo Opanga Upper",1,0,1,14175
39795,0,"Wacho Gitimo",34.9,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6065
44205,1,"Wacho Gitimo",12.1,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,6975
39797,0,"Wacho Gitimo",14.7,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,4080
44048,1,"Oriembo Kech",31.4,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,6675
45378,1,"Apondo Kasaye",12.8,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,1,1,14235
45376,1,"Apondo Kasaye",17.7,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,5075
39798,0,"Oriembo Kech",80,2,"False","T","Kabondo","Andingo Opanga Upper",0.5,0,1,6575
45379,1,"Apondo Kasaye",5.6,1,"True","T","Kabondo","Andingo Opanga Upper",0,0,0,8915
40691,1,"Wuoth ogik",17.6,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,5675
40221,0,"Arwa Nyobiero",17.5,2,"False","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7275
44212,0,"Wacho Gitimo",57.6,1,"True","T","Kabondo","Andingo Opanga Upper",0.75,0,1,8590
45377,0,"Apondo Kasaye",36.5,1,"True","T","Kabondo","Andingo Opanga Upper",0.25,0,1,7520
38705,0,"Alpha",13.7,2,"False","T","Kabondo","Border",0.25,0,1,7275
35469,0,"Asibo",51.7,3,"False","T","Kabondo","Border",0.5,0,1,6185
38749,0,"Asibo",24.7,2,"False","T","Kabondo","Border",0.25,0,1,4035
44617,0,"Amani",15,1,"True","T","Kabondo","Border",0.5,0,1,9965
44616,0,"Amani",17.7,1,"True","T","Kabondo","Border",1,0,1,12400
44614,0,"Amani",27.4,1,"True","T","Kabondo","Border",0.5,0,1,6185
44618,0,"Amani",33.9,1,"True","T","Kabondo","Border",0.5,0,1,6185
32949,1,"Achamlucha",15.3,4,"False","T","Kabondo","Border",0.5,0,1,13975
43522,1,"Alpha",25,1,"True","T","Kabondo","Border",0.5,0,1,7975
38740,0,"Asibo",27.4,2,"False","T","Kabondo","Border",0.5,0,1,6185
